Census Year,County,lat,lng,Type of Livestock,VALUE
2000,Monaghan,54.2492,-6.96831,Total cattle,4213.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,774.0
2000,Monaghan,54.2492,-6.96831,Other cows,786.0
2000,Monaghan,54.2492,-6.96831,Total sheep,458.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),3139.8
2000,Monaghan,54.2492,-6.96831,Total cattle,4174.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,627.0
2000,Monaghan,54.2492,-6.96831,Other cows,690.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1216.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),2962.8
2000,Monaghan,54.2492,-6.96831,Total cattle,2389.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,663.0
2000,Monaghan,54.2492,-6.96831,Other cows,227.0
2000,Monaghan,54.2492,-6.96831,Total sheep,986.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),1758.5
2000,Monaghan,54.2492,-6.96831,Total cattle,3186.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,405.0
2000,Monaghan,54.2492,-6.96831,Other cows,747.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1184.9
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),4101.0
2000,Monaghan,54.2492,-6.96831,Total cattle,4931.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,469.0
2000,Monaghan,54.2492,-6.96831,Other cows,1004.0
2000,Monaghan,54.2492,-6.96831,Total sheep,2365.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),5092.5
2000,Monaghan,54.2492,-6.96831,Total cattle,4170.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,634.0
2000,Monaghan,54.2492,-6.96831,Other cows,814.0
2000,Monaghan,54.2492,-6.96831,Total sheep,442.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),4334.6
2000,Monaghan,54.2492,-6.96831,Total cattle,5187.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,983.0
2000,Monaghan,54.2492,-6.96831,Other cows,1019.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1019.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),3999.1
2000,Monaghan,54.2492,-6.96831,Total cattle,3335.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,964.0
2000,Monaghan,54.2492,-6.96831,Other cows,488.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1184.9
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),2491.7
2000,Monaghan,54.2492,-6.96831,Total cattle,2498.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,377.0
2000,Monaghan,54.2492,-6.96831,Other cows,459.0
2000,Monaghan,54.2492,-6.96831,Total sheep,462.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),1616.6
2000,Monaghan,54.2492,-6.96831,Total cattle,4860.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,839.0
2000,Monaghan,54.2492,-6.96831,Other cows,803.0
2000,Monaghan,54.2492,-6.96831,Total sheep,934.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),3446.2
2000,Monaghan,54.2492,-6.96831,Total cattle,2733.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,646.0
2000,Monaghan,54.2492,-6.96831,Other cows,367.0
2000,Monaghan,54.2492,-6.96831,Total sheep,783.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),2633.2
2000,Monaghan,54.2492,-6.96831,Total cattle,3393.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,683.0
2000,Monaghan,54.2492,-6.96831,Other cows,632.0
2000,Monaghan,54.2492,-6.96831,Total sheep,576.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),3020.4
2000,Monaghan,54.2492,-6.96831,Total cattle,4346.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,766.0
2000,Monaghan,54.2492,-6.96831,Other cows,629.0
2000,Monaghan,54.2492,-6.96831,Total sheep,798.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),6520.6
2000,Monaghan,54.2492,-6.96831,Total cattle,4593.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,953.0
2000,Monaghan,54.2492,-6.96831,Other cows,771.0
2000,Monaghan,54.2492,-6.96831,Total sheep,885.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),3467.4
2000,Monaghan,54.2492,-6.96831,Total cattle,3373.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,493.0
2000,Monaghan,54.2492,-6.96831,Other cows,819.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1733.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),3051.3
2000,Monaghan,54.2492,-6.96831,Total cattle,3405.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,614.0
2000,Monaghan,54.2492,-6.96831,Other cows,500.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1184.9
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),2898.6
2000,Monaghan,54.2492,-6.96831,Total cattle,2144.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,478.0
2000,Monaghan,54.2492,-6.96831,Other cows,195.0
2000,Monaghan,54.2492,-6.96831,Total sheep,894.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),2794.6
2000,Monaghan,54.2492,-6.96831,Total cattle,1332.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,1184.9
2000,Monaghan,54.2492,-6.96831,Other cows,370.0
2000,Monaghan,54.2492,-6.96831,Total sheep,442.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),884.7
2000,Monaghan,54.2492,-6.96831,Total cattle,4001.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,516.0
2000,Monaghan,54.2492,-6.96831,Other cows,725.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1184.9
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),4282.2
2000,Monaghan,54.2492,-6.96831,Total cattle,3121.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,740.0
2000,Monaghan,54.2492,-6.96831,Other cows,397.0
2000,Monaghan,54.2492,-6.96831,Total sheep,612.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),2318.5
2000,Monaghan,54.2492,-6.96831,Total cattle,3590.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,576.0
2000,Monaghan,54.2492,-6.96831,Other cows,644.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1692.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),3117.3
2000,Monaghan,54.2492,-6.96831,Total cattle,3761.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,806.0
2000,Monaghan,54.2492,-6.96831,Other cows,556.0
2000,Monaghan,54.2492,-6.96831,Total sheep,538.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),4393.6
2000,Monaghan,54.2492,-6.96831,Total cattle,2295.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,415.0
2000,Monaghan,54.2492,-6.96831,Other cows,364.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1184.9
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),4688.0
2000,Monaghan,54.2492,-6.96831,Total cattle,3745.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,674.0
2000,Monaghan,54.2492,-6.96831,Other cows,621.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1119.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),6047.1
2000,Monaghan,54.2492,-6.96831,Total cattle,5203.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,1207.0
2000,Monaghan,54.2492,-6.96831,Other cows,564.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1466.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),6153.7
2000,Monaghan,54.2492,-6.96831,Total cattle,1509.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,174.0
2000,Monaghan,54.2492,-6.96831,Other cows,304.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1184.9
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),1928.8
2000,Monaghan,54.2492,-6.96831,Total cattle,3409.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,689.0
2000,Monaghan,54.2492,-6.96831,Other cows,576.0
2000,Monaghan,54.2492,-6.96831,Total sheep,2306.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),4182.2
2000,Monaghan,54.2492,-6.96831,Total cattle,3585.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,498.0
2000,Monaghan,54.2492,-6.96831,Other cows,623.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1827.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),3943.9
2000,Monaghan,54.2492,-6.96831,Total cattle,2790.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,634.0
2000,Monaghan,54.2492,-6.96831,Other cows,456.0
2000,Monaghan,54.2492,-6.96831,Total sheep,736.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),2810.4
2000,Monaghan,54.2492,-6.96831,Total cattle,4308.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,828.0
2000,Monaghan,54.2492,-6.96831,Other cows,669.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1003.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),4779.9
2000,Monaghan,54.2492,-6.96831,Total cattle,1622.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,202.0
2000,Monaghan,54.2492,-6.96831,Other cows,280.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1184.9
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),1289.0
2000,Monaghan,54.2492,-6.96831,Total cattle,5741.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,1249.0
2000,Monaghan,54.2492,-6.96831,Other cows,709.0
2000,Monaghan,54.2492,-6.96831,Total sheep,533.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),5316.3
2000,Monaghan,54.2492,-6.96831,Total cattle,2980.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,752.0
2000,Monaghan,54.2492,-6.96831,Other cows,418.0
2000,Monaghan,54.2492,-6.96831,Total sheep,477.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),5706.2
2000,Monaghan,54.2492,-6.96831,Total cattle,2049.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,471.0
2000,Monaghan,54.2492,-6.96831,Other cows,269.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1312.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),5918.5
2000,Monaghan,54.2492,-6.96831,Total cattle,2592.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,562.0
2000,Monaghan,54.2492,-6.96831,Other cows,279.0
2000,Monaghan,54.2492,-6.96831,Total sheep,957.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),2720.5
2000,Monaghan,54.2492,-6.96831,Total cattle,2519.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,304.0
2000,Monaghan,54.2492,-6.96831,Other cows,618.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1646.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),1868.1
2000,Monaghan,54.2492,-6.96831,Total cattle,4038.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,630.0
2000,Monaghan,54.2492,-6.96831,Other cows,364.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1822.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),5823.4
2000,Monaghan,54.2492,-6.96831,Total cattle,2696.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,515.0
2000,Monaghan,54.2492,-6.96831,Other cows,465.0
2000,Monaghan,54.2492,-6.96831,Total sheep,731.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),3002.5
2000,Monaghan,54.2492,-6.96831,Total cattle,2327.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,674.0
2000,Monaghan,54.2492,-6.96831,Other cows,227.0
2000,Monaghan,54.2492,-6.96831,Total sheep,302.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),3020.7
2000,Monaghan,54.2492,-6.96831,Total cattle,4039.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,752.0
2000,Monaghan,54.2492,-6.96831,Other cows,529.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1393.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),5102.7
2000,Monaghan,54.2492,-6.96831,Total cattle,5285.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,1127.0
2000,Monaghan,54.2492,-6.96831,Other cows,568.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1200.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),6770.5
2000,Monaghan,54.2492,-6.96831,Total cattle,3876.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,964.0
2000,Monaghan,54.2492,-6.96831,Other cows,611.0
2000,Monaghan,54.2492,-6.96831,Total sheep,664.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),8208.8
2000,Monaghan,54.2492,-6.96831,Total cattle,2402.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,249.0
2000,Monaghan,54.2492,-6.96831,Other cows,522.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1184.9
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),2448.3
2000,Monaghan,54.2492,-6.96831,Total cattle,2550.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,436.0
2000,Monaghan,54.2492,-6.96831,Other cows,637.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1184.9
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),2262.8
2000,Monaghan,54.2492,-6.96831,Total cattle,2727.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,463.0
2000,Monaghan,54.2492,-6.96831,Other cows,442.0
2000,Monaghan,54.2492,-6.96831,Total sheep,403.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),6394.1
2000,Monaghan,54.2492,-6.96831,Total cattle,2285.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,125.0
2000,Monaghan,54.2492,-6.96831,Other cows,456.0
2000,Monaghan,54.2492,-6.96831,Total sheep,1115.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),2346.5
2000,Monaghan,54.2492,-6.96831,Total cattle,5650.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,1483.0
2000,Monaghan,54.2492,-6.96831,Other cows,780.0
2000,Monaghan,54.2492,-6.96831,Total sheep,837.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),5597.4
2000,Monaghan,54.2492,-6.96831,Total cattle,0.0
2000,Monaghan,54.2492,-6.96831,Dairy cows,0.0
2000,Monaghan,54.2492,-6.96831,Other cows,0.0
2000,Monaghan,54.2492,-6.96831,Total sheep,0.0
2000,Monaghan,54.2492,-6.96831,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,829.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,178.0
2000,Dublin,53.3498,-6.2603,Total sheep,4618.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),1030.8
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,1064.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,63.0
2000,Dublin,53.3498,-6.2603,Total sheep,5997.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),1258.8
2000,Dublin,53.3498,-6.2603,Total cattle,726.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,58.0
2000,Dublin,53.3498,-6.2603,Total sheep,2614.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),760.6
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,744.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),500.9
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,1218.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,49.0
2000,Dublin,53.3498,-6.2603,Total sheep,4220.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),1345.4
2000,Dublin,53.3498,-6.2603,Total cattle,421.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,86.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),301.8
2000,Dublin,53.3498,-6.2603,Total cattle,1620.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,152.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),1363.0
2000,Dublin,53.3498,-6.2603,Total cattle,3723.0
2000,Dublin,53.3498,-6.2603,Dairy cows,358.0
2000,Dublin,53.3498,-6.2603,Other cows,211.0
2000,Dublin,53.3498,-6.2603,Total sheep,1972.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),3149.1
2000,Dublin,53.3498,-6.2603,Total cattle,2430.0
2000,Dublin,53.3498,-6.2603,Dairy cows,403.0
2000,Dublin,53.3498,-6.2603,Other cows,160.0
2000,Dublin,53.3498,-6.2603,Total sheep,3246.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),2001.9
2000,Dublin,53.3498,-6.2603,Total cattle,473.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,62.0
2000,Dublin,53.3498,-6.2603,Total sheep,993.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),444.2
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,1017.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,183.0
2000,Dublin,53.3498,-6.2603,Total sheep,1200.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),800.6
2000,Dublin,53.3498,-6.2603,Total cattle,418.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),294.4
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),223.3
2000,Dublin,53.3498,-6.2603,Total cattle,1339.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,120.0
2000,Dublin,53.3498,-6.2603,Total sheep,3708.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),1293.7
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,1663.0
2000,Dublin,53.3498,-6.2603,Dairy cows,344.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,744.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),1177.6
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,574.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),379.2
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
2000,Dublin,53.3498,-6.2603,Other cows,0.0
2000,Dublin,53.3498,-6.2603,Total sheep,0.0
2000,Dublin,53.3498,-6.2603,Livestock Units (LSU),0.0
2000,Dublin,53.3498,-6.2603,Total cattle,0.0
2000,Dublin,53.3498,-6.2603,Dairy cows,0.0
